test_suite,test_name,scenario,duration,step_name,request_count,ok,failed,rps,min,mean,max,50_percent,75_percent,95_percent,99_percent,std_dev,data_transfer_min_kb,data_transfer_mean_kb,data_transfer_max_kb,data_transfer_all_mb
nbomber_default_test_suite_name,nbomber_default_test_name,insert_logentries,00:00:30,insert_logentries,670051,670051,0,22335,0.47,4.47,872.07,3.29,5.46,10.09,15.15,10.55,0,0,0,0
